Index,Name,Overall_Rating,Cuisine,Rate for two,City,Review
364,Writer's Cafe,3.8,"Cafe, Fast Food, Beverages",700,bangalore,No network area!! Could not get my office work done
365,Writer's Cafe,3.8,"Cafe, Fast Food, Beverages",700,bangalore,"Please please don't come to this place. The food is horrible, and someone I know had food poisoning too. Not a single thing on their menu is tasty. Even the peach iced tea was too sweet and pastas were bland. It is overhyped and not even worth going in, even for the ambience."
366,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,"terrible food, the soup was tasteless, so was the steak. in addition, I didn't get the mushroom sauce either. why do you make such horrible food.... wasting the customer's time and money"
367,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,the soup was sent in plastic bowls. would recommend not to use plastic but thick paper bowls.
368,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,"Django is hidden away in the residential part of indiranagar. It was a little tough to find the place initially, it’s on the first floor of a building. I wanted to try out their burgers so I went for a howlin Woolf burger and a cheesy chicken burger. I really liked the quality of ingredients used. The burger tasted really good and it was extremely filling. For starters I tried the peri peri chicken wings which was pretty average. The ambiance is simple and nothing very catchy about it. But if you’re looking for a quiet place for lunch/dinner plans this should be a good choice. "
369,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,the keto hot chocolate didnt have any sweetness.. the restaurant can customize with sugar substitutes like.stevia or erytritol. paneer dumplings were awesome.. ordered twice today and both the times there was spillage.. 
370,Django,3.8,"Cafe, American, Pizza, Chinese, Fast Food, Shake",950,bangalore,what happened to your packaging? lol. looked like how they pack food at shady Tibetan restaurants 
371,Start Your Day Cafe,3.9,"Cafe, Bakery, Fast Food, Sandwich, Beverages",500,bangalore,Awesome guys 🫶🏻
372,Start Your Day Cafe,3.9,"Cafe, Bakery, Fast Food, Sandwich, Beverages",500,bangalore,Missing items
373,Start Your Day Cafe,3.9,"Cafe, Bakery, Fast Food, Sandwich, Beverages",500,bangalore,"Thickness of bread should be reconsidered. and package needs to be improvised, everything was soggy. "
374,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,They confuse the orders.
375,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,mashed up delivery.. olives missing.. will never order
376,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,the chaap is not cooked properly and it is tasteless 
377,World Brew Cafe,3.6,"Cafe, Continental, Fast Food, Desserts, Beverages",500,bangalore,waste of money. not a proper food. need a refund 
378,Bistro 1427,3.6,"Cafe, Pizza, Fast Food, North Indian, Beverages, Shake",950,bangalore,The manager ganesh and the staff were very polite and the egg biryani was  delicious. Also the tender coconut payasam was yummy
379,Bistro 1427,3.6,"Cafe, Pizza, Fast Food, North Indian, Beverages, Shake",950,bangalore,"Liked the variety of options in menu. But there were a lot of restrictions in applying zomato gold in the menu, which ain’t mentioned clearly along with menu card "
380,Bistro 1427,3.6,"Cafe, Pizza, Fast Food, North Indian, Beverages, Shake",950,bangalore,The restaurant was beautiful. I had ordered the paneer keema sliders. It tasted really bad. Pizza was fine. 
381,Express Cafe,3.7,"Cafe, Asian, Italian, North Indian, Beverages, Desserts",700,bangalore,"The restaurant menu isvaried and has multiple cuisines. The breakfast buffet is tasty and you can find all the local delicacies along with a good range of continental dishes. For lunch and dinner they have tiffin meals which is my favourite. Currently they are also offering veg and non veg thalis. There is a lovely sit out next to the restaurant where you can have your meal while enjoying the small gardenThere is in-room dining with a good varied menu, nothing frilly though for times when you don't want to step out of your room. Service time is fast and food was delivered to the room with all precautions followed."
382,Cafe Indulge,3.5,"Cafe, Coffee, Desserts, Burger, Beverages, Pizza, Sandwich, Fast Food",600,bangalore,i have ordered virgin mojito i got a leaked package and half of mojito spilled they didnt even packed it properly .very bad experience
383,Shatranj Cafe And Lounge,3.5,"Cafe, Continental, Beverages, Shake, Fast Food","1,200",bangalore,Worst place to visit.Stale food was served and had to wait for atleast 1.5 hours just to get basic fries which tastes like local potato which is cut and fried
384,Shatranj Cafe And Lounge,3.5,"Cafe, Continental, Beverages, Shake, Fast Food","1,200",bangalore,Got to spend this splendid evening on the roof top bistro. What an amazing Sheesha and food! Had tasty dabeli + bhel puri + thukpaaa !! Not to forget the arabian touch of the place with fresh air and soothing music. Pocket friendly too!😍🌬️ 
385,Cafe +,3.7,"Cafe, Beverages, Fast Food",500,bangalore,"This cafe sucks.  Firstly the table was filled with dust, the other table didn't have cups removed from last order. Lazy staff. The order came after 30 mins. for 3 round of order, had fo wait for 1 hour. Fries was not fresh, burger was bad, hot chocolate was horrible, Maggi doesn't deserve to be paid even Rs.1. It's horrible, horrible, pls don't ever go there. paid 500 but it was like a charity done. "
386,Tea Time,3.5,"Tea, Shake, Coffee, Cafe, Beverages, Fast Food",150,bangalore,very bad packaging this cannot be consumed now
387,Tea Time,3.5,"Tea, Shake, Coffee, Cafe, Beverages, Fast Food",150,bangalore,"badam milk spilled fully, order not delivered "
388,Tea Time,3.5,"Tea, Shake, Coffee, Cafe, Beverages, Fast Food",150,bangalore,fries is not fried
389,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,vermicelli was raw. not boiled properly 
390,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,The pastry had a bad smell like it was made a month earlier Worst place to order food from.
391,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,The product is very bad packaging also very bad compared to the price. That is also is not that great and quantity also very less.
392,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,nothing like gadbad ice cream. there were 2 scoops of vanilla instead of 3 different flavors. the fruit jelly ..salad was below par. I doubt if they used ideal ice cream because this was too sweet. nobody ate more than 2 spoons. 
393,The Creamery Cafe,3.2,"Fast Food, Desserts, Ice Cream, Beverages, Cafe, Shake",400,bangalore,"worst ice cream i had ever had, i think the brownie was expired it was so hard and the quantity was also very less, i regret for ordering in this resturant "
394,Cafe Centralis,2.8,"Cafe, Chinese, Italian, Sichuan",950,bangalore,One of the best place to visit they serve one of the best Pizza's all over blore and the roof top ambience is very good and the food tastes really good
395,Cafe Centralis,2.8,"Cafe, Chinese, Italian, Sichuan",950,bangalore,Too good 👌🏼
396,Cafe Centralis,2.8,"Cafe, Chinese, Italian, Sichuan",950,bangalore,Really awesome place to hangout with friends good service polite staff great special menu bao and smass chicken burger 🍔 best this is its in pocket budget keep it up guys 
397,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,"If you want to waste time and money, go here! Pathetic food, pathetic menu, pathetic environment !Staff acts clueless to get away with anything!"
398,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,"This review is for the one at ITC factory, my second visit and is surely the last …they don’t even warm up the slice of cake plus old cakes sold at the counter , not a safe place to eat..nothing is available at the outlet it’s better you closed the property and don’t waste peoples time and money…"
399,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,"They claim to be open for breakfast at 9am. We went at 10am & the place was not even clean. For the size of the restaurant, they just had 1 person doing everything. Service was pathetic. Table wasn’t clean, no cutlery, no tissues, no one to to hep. "
400,Narcos Cafe,2.5,"Cafe, Fast Food, Coffee, Beverages",500,bangalore,Liked the ambience but the service was quite late and food was almost cold by then. Taste is quite good in many dishes.
401,Isobel,-,"Cafe, Continental, Italian, Beverages",700,bangalore,"Such a cute place perfect for coffee lovers! I just loved the interiors... they were so pleasant! They have outdoor and indoor seating with tables and chairs outside and sofa chairs inside. The sofa chairs are very pretty with good cushioning which makes seating comfortable. There are plastic vibes and pink flowers adorning the ceiling and windows. The glass display has pastries, cheesecake, croissants, etc. The menu has ice coffee, cold coffee, frappe, milkshakes, hot coffee, etc. The food menu includes starters like bruschetta, bagels, sandwiches, etc and mains like pizza, pasta. We ordered tiramisu latte and classic cold coffee and both were good, with right sweetness and consistency....read more"
402,Cafe Vishala,-,"Cafe, Coffee, Fast Food, Pasta, Sandwich, Beverages",550,bangalore,"If you don’t want to have processed food, then please have it from this place, much recommended from me."
403,Cafe Vishala,-,"Cafe, Coffee, Fast Food, Pasta, Sandwich, Beverages",550,bangalore,Cold and very badly handled food
404,Caffeinate And Chill,3.9,"Cafe, Coffee, Shake, Beverages, Desserts",500,udaipur,Delicious
405,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,nice food 
406,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,amazing food 
407,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,amazing test 
408,Cosmo Bar & Bistro,4.1,"North Indian, Continental, Beverages, Chinese, Cafe, Desserts",700,udaipur,nice food 
409,Green Grotto Bistro,4.2,"Asian, Thai, Cafe, Sandwich, Pizza, Coffee, Desserts, Beverages",500,udaipur,good 👍
410,Yummy Yoga,4.5,"Cafe, Coffee, North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages","1,000",udaipur,your food is very bad and jo order dete h uske opposite milta h 
411,Yummy Yoga,4.5,"Cafe, Coffee, North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages","1,000",udaipur,The glass bottle was broken so coudent drink the shake
412,Yummy Yoga,4.5,"Cafe, Coffee, North Indian, Chinese, Pizza, Fast Food, Desserts, Beverages","1,000",udaipur,I would have rated food but nothing was delivered except 4 servings of maggi
413,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,Waste of time and money. Takes more than an hour for service even with late night ‘minimum rush hours’ . Its been the fourth experience (giving multiple chances). Sad to see waste of a beautiful space at FS!
414,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,Amazing ambience. Great food. Beautiful view. The staff was cordial and  the service time was also appropriate.
415,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,Good place to eat and hang out. The staff was amazing.
416,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,"very poor service. had to wait lot of time for a small order. staff is non cooperative. despite a good view from the cafe, the services sploit it all. not recommended"
417,Seven Lakes Cafe And Restaurant,3.7,"Cafe, Beverages, North Indian, Healthy Food, Mexican, Italian, Chinese, Desserts","1,300",udaipur,"If you're looking for a breathtaking view of the lake, look no further than the best rooftop restaurant. This restaurant offers a stunning view of the lake and surrounding area, making it a perfect place to enjoy a meal or night out. The food and service are top-notch, making it an experience you won't soon forget. Whether you're looking for a romantic night out or a fun night with friends, this is the place for you.The real star of the show is the sunset,setting sun gives the lake an otherworldly look as it dances across the water's surface Don't miss out on this magical experience!"
418,The Chocolate Room,3.9,"Cafe, Coffee, Sandwich, Fast Food, Waffle, Desserts, Shake, Beverages",750,udaipur,"Tasty food, nice place to chill with friends "
419,Off White,3.4,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Pizza, Fast Food",650,udaipur,"Cute little white themed cafe, the space is very cosy and rates are reasonable too, must visit this picturesque location."
420,Off White,3.4,"Cafe, Coffee, Tea, Shake, Beverages, Sandwich, Pizza, Fast Food",650,udaipur,This cafe is amazing and well organized...The food is amazing...music on your choice....Owner is very friendly...best thing books are already there so you can read and enjoy the ambiance and peace
421,Gulaabo - The Customized Cafe,3.5,"Cafe, Coffee, Fast Food, Beverages",500,udaipur,"Good food. Staff isn't very familiar with the menu, but good taste. Coffee wasn't anything special but well made. Reliable taste. "
422,Gulaabo - The Customized Cafe,3.5,"Cafe, Coffee, Fast Food, Beverages",500,udaipur,"Not enough varieties available,Even basic cafe food is also not available Out of very short menu also a major menu part buns were not available Not worth "
423,Gulaabo - The Customized Cafe,3.5,"Cafe, Coffee, Fast Food, Beverages",500,udaipur,"What a vibe ! Best words to describe the cafe . Awesome and many types of seating available outdoor as well as indoor . With a younger crowd which builds up as the evening approaches. The food service is quick. Scan the QR code and order through the phone. Ordered brownie shake which was thick and tasted good , cosmo tasted perfect as it should , the nachos were loaded with cheese and the pizza was actual cheese burst with a sweeter sauce in base . Must try while in the area and preferred duringPost afternoon / evening time to have the complete experience "
424,Cafe Cook Hook,4,"Cafe, Coffee, Tea, Beverages, Sandwich, Pizza, Fast Food, South Indian",700,udaipur,tast sbse bekar he pav jale hue diye
425,Cafe Cook Hook,4,"Cafe, Coffee, Tea, Beverages, Sandwich, Pizza, Fast Food, South Indian",700,udaipur,no test over masala n it's too spicy 
426,Cafe Cook Hook,4,"Cafe, Coffee, Tea, Beverages, Sandwich, Pizza, Fast Food, South Indian",700,udaipur,worst experience
427,Z27 By Cafe Lake City,3.1,"Cafe, Chinese, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages",800,udaipur,A never to visit place in udaipur
428,Z27 By Cafe Lake City,3.1,"Cafe, Chinese, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages",800,udaipur,I could say the worst restaurant in town. Always baised. Worst food and worst cakes. 
429,Z27 By Cafe Lake City,3.1,"Cafe, Chinese, Sandwich, Pizza, Pasta, Fast Food, Desserts, Beverages",800,udaipur,Had tried this place earlier it was fine but today I ordered hot and spicy pizza which came like this so cold nd tasteless and packing was so bad. 
430,The Tick Tock Cafe & Restaurant,3.7,"Cafe, North Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages",600,udaipur,too much Schezwan sauce and noodles not cooked properly 
431,The Tick Tock Cafe & Restaurant,3.7,"Cafe, North Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages",600,udaipur,Pizza was ultimate in taste. panner chilly is also. Crispy corn is yummy
432,The Tick Tock Cafe & Restaurant,3.7,"Cafe, North Indian, Chinese, Sandwich, Fast Food, Desserts, Shake, Beverages",600,udaipur,delicious food
433,Step 51 Rooftop Cafe,3.3,"Cafe, Pizza, Sandwich, Fast Food, Ice Cream, Desserts, Shake, Beverages",600,udaipur,"Had ordered sizzling brownie wid ice cream... When someone mention sizzling brownie in their menu, what you get is ur brownie to b served on a hot sizzling platter. 😑 But as this is not possible to be served via a delivey order, so u should correct your delivery menu and change it to normal brownie rather than the sizzling brownie. This was d biggest dissapointmnt coz at the price 💰of sizzling brownie wat u get is a normal brownie n scoop of ice cream 😣First of all talking about the packaging it was too good.. Brownie was packed in a separate box and vanilla ice cream in a separate cup. The ice cream was stiff till delivered nd not melted.Now talking about the taste- it was...read more"
434,Step 51 Rooftop Cafe,3.3,"Cafe, Pizza, Sandwich, Fast Food, Ice Cream, Desserts, Shake, Beverages",600,udaipur,Dont u guys know how to make a frikkin maggi????
435,Barista Coffee,4.1,"Cafe, Coffee, Desserts",700,jaipur,choco chip muffin was spoiled and wet.zomato didnt even issue any refund for thisworst response ever
436,Camiano Patisserie & Brasserie,4.5,"Cafe, Coffee, Bakery, Sandwich, Italian, Healthy Food, Fast Food","1,100",jaipur,It seemed quite stale and the taste wasn’t good. As compared to the last time I tasted.
437,Kaleidoscope,4,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur," A gastronomic adventure that left me spellbound. The Paneer Lababdar and Chilli Olive Kulcha were simply outstanding. The staff's professionalism and cooperative attitude enhanced the overall charm. The ambience strikes the perfect balance between elegance and comfort, creating a delightful setting for an unforgettable evening."
438,Kaleidoscope,4,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur," This restaurant is a true gem in the culinary world. The Chicken Fried Rice and Veg Chilli Garlic Noodles were a burst of flavors. The staff's warmth and efficient service made the evening truly special. The ambience is inviting, with comfortable seating that sets the stage for a wonderful dining experience."
439,Kaleidoscope,4,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur," Prepare to be amazed by the culinary delights at this restaurant. The Soya Chilli Chicken and Mushroom Do Pyaza were a symphony of flavors. The staff's friendliness and cooperative nature added to the overall charm. The ambience is inviting, with an elegant touch that enhances the dining journey."
440,Kaleidoscope,4,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur," An evening at this restaurant is a journey into taste and elegance. The Chilli Jalapeno Chicken Tikka and Veggie and Cheese Slider were a gastronomic delight. The staff's attentiveness and prompt service made the evening even more enjoyable. The ambience strikes the perfect balance between sophistication and comfort, creating a perfect spot for a memorable dining experience."
441,Kaleidoscope,4,"Cafe, North Indian, Italian, Chinese, Fast Food, Desserts, Beverages","1,200",jaipur," This restaurant has truly won my heart with its exceptional dishes. The Vegetable Manchurian and Chicken Tikka Pizza were simply divine. The staff's cooperative nature and attentive service enhanced the dining experience. The ambience is cozy yet stylish, making it a perfect place to relax and indulge."
442,The Waffle Co.,3.9,"Waffle, Desserts, Pancake, Coffee, Cafe, Shake, Beverages",600,jaipur,Best Pancakes in Jaipur... A must try guys
443,The Waffle Co.,3.9,"Waffle, Desserts, Pancake, Coffee, Cafe, Shake, Beverages",600,jaipur,the portion size is really small. The waffle and pancakes were really small and not at all value for money. Wouldn't recommend wasting money here. instead make your waffles at home for less than 10 percent of amount 
444,Terra Gourmet,4.2,"Cafe, Coffee, Continental, Fast Food, Pasta, Lebanese, Asian, Burger",700,jaipur,"Had a nice meal after so long, so satisfying. Food is nice, staffs are great. Keep up the good work."
445,Terra Gourmet,4.2,"Cafe, Coffee, Continental, Fast Food, Pasta, Lebanese, Asian, Burger",700,jaipur,good food and quality also good.
446,Terra Gourmet,4.2,"Cafe, Coffee, Continental, Fast Food, Pasta, Lebanese, Asian, Burger",700,jaipur,I ordered a shushi uramaki that's really yummy 😋. I love it . staff also nice and helpful. 
447,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,the ambience was good. the guy hosting us Mr Yogi was also very polite and quick.food could have been better
448,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,The food was good and Yogi waited our tables with patience and care
449,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,Best service given by yogiThanks for best service
450,Roastery Coffee House,4.5,"Cafe, Coffee, Pizza, Burger, Pasta, Italian, Continental, Desserts",850,jaipur,"Mindblowing vibe, excellent food, a notch lower than best coffee and greatly served experience by Mr Yogi"
451,Bellissimo Home Cafe,New,"Cafe, Coffee, Fast Food, Pizza, Italian, Desserts, Beverages","1,000",jaipur,Visited this place for a friend’s birthday and must day it’s really aesthetic.Good food and polite staff.Must visit with family and friends
452,Chum-Bakk Cafe,4.3,"Cafe, North Indian, Fast Food, Continental, Italian, Mexican, Desserts, Beverages","1,200",jaipur,Modern looking cafe with lots of food options. Also this cafe had a open separate place at the back side for parties and birthdays. Their cappuccino is good enough to try.
453,Chum-Bakk Cafe,4.3,"Cafe, North Indian, Fast Food, Continental, Italian, Mexican, Desserts, Beverages","1,200",jaipur,"service is good ,food is very tasty as we visited on friendship day me and my friends order pasta,Irish coffee, orange magarhita and many more all items are nicely prepared "
454,Chum-Bakk Cafe,4.3,"Cafe, North Indian, Fast Food, Continental, Italian, Mexican, Desserts, Beverages","1,200",jaipur,"The food was ok, Order 4 different cold coffee, they gave us milk shakes with alot of flavour syrup, they don't know how to brew a good coffee. Service was so bad even after directing multiple time they weren't listening. horrible experience, would never visit."
455,Bombaye House,4.1,"Cafe, Chinese, Continental, South Indian, Street Food, Fast Food, Beverages",700,jaipur,We ordered rava masala dosas. The chutney was stale and smelled bad.
456,Bombaye House,4.1,"Cafe, Chinese, Continental, South Indian, Street Food, Fast Food, Beverages",700,jaipur,1 chola bhatura missing 
457,Brown Sugar,4.2,"Cafe, Coffee, Bakery, Desserts, Pizza, Continental, North Indian, Chinese",500,jaipur,donuts was not hot at all.  they didn't heat it before sending 
458,Brown Sugar,4.2,"Cafe, Coffee, Bakery, Desserts, Pizza, Continental, North Indian, Chinese",500,jaipur,Not good at all
459,Brown Sugar,4.2,"Cafe, Coffee, Bakery, Desserts, Pizza, Continental, North Indian, Chinese",500,jaipur,dilevery boy diliver the food in bad condition...he said his bike slipped..
460,Qissa Cafe,New,"Cafe, Coffee, Chinese, Pasta, Fast Food, Continental, Tea, Beverages",600,jaipur,"Beautiful cafe with great food , amazing atmosphere and great service. I will recommend Qissa at anytime."
461,Qissa Cafe,New,"Cafe, Coffee, Chinese, Pasta, Fast Food, Continental, Tea, Beverages",600,jaipur,"This cozy restaurant has left the best impressions! Hospitable hosts, delicious dishes, beautiful presentation. The ambience is really welcoming. Must visit place. "
462,Qissa Cafe,New,"Cafe, Coffee, Chinese, Pasta, Fast Food, Continental, Tea, Beverages",600,jaipur,First time in Qissa cafe and YOU have to go! It’s the cutest little spot with amazing food. The pasta is to die for. IT WAS FIRE!! The service we received was so amazing and we will definitely be back again. They made us feel welcomed and gave us an amazing experience.
463,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,Good Food + Good Conversations kinda place. One of the nicer Italian restaurants in Jaipur. Amazing food and chill vibe. I just loved the pasta and pizza. The dessert just melted in the mouth. You can spend hours here with your food as the ambience is perfect for conversations. Visit for a fun lunch with Girls or late night meal.
464,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,"Let me start by telling everyone that im a pizza lover. I really wanted to try this place out because its reviews were really good but it was quite expensive so waited for the right time.I would say it wasn’t up to the mark as what I expected. The sauce on the pizza was negligible and the cheese I personally didnt like . The vegetables were great as they weren’t chewy and melted just after biting them. The crust was thin, crispy and light which was tasty. BUT the overall combination of the pizza didnt justify the worth (1200/-)nor the taste.The pasta was tasty but the bread that came with it was chewy as hell i would so INEDIBLE ."
465,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,"Tastes amazing; however, spills toppings as you have a morsel. Ate base and veggies separately 😀"
466,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,"When I first came across Zolocrust I was amazed to see a 4.9 rating on Zomato and was wondering how is it possible?After visiting this gem of a Cafe and indulging in their fresh and delicious pizzas, falafel wraps and irresistible aromatic coffee, I am now wondering why they don't have a perfect 5 rating!!I can say it's the best pizza I have had in India, with thin crust just at the right crispness and a perfect balance between cheese and veggie toppings.Ambience is warm and cozy and they also have a small kids play area to keep your lil ones busy, once they are done licking their fingers clean after indulging in delicious food.In short, Zolocrust is serving perfection and I would...read more"
467,Zolocrust - Hotel Clarks Amer,4.8,"Cafe, BBQ, Asian, Continental, Fast Food, Italian, Desserts, Beverages","1,800",jaipur,"Pretty underwhelming to say the least.Started off with Rice noodles with Amazon air toast. The noodles were ironically lacking of any taste whatsoever. The Amazon pockets were good.Aglio oglio was the safest last choice and ended up being the biggest disappointment for the price point and quantity which was falling throughout.In desserts, chocolate truffle was good and cupcake was below par. Orange juice and lemon iced tea were good.Portion size for all food items was quite small.Wouldn't recommend."
468,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,"It’s a nice, cozy and peaceful place. We had 1. Assamica crunchy creamy frappe 2. Oreo shake3. Mexican bowl4. Peri peri fries 5. Veg burgerThe food is good and the ambience is nice. There are some board games and indoor games as well.Overall a good experience."
469,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,The pasta had massive stick like herbs in the sauce which had to be physically removed. I accidentally swallowed one of the sticks and it's stuck in my food pipe. 
470,Assamica,4.3,"Cafe, Continental, Italian, Lebanese, Fast Food, Desserts, Beverages",950,jaipur,They have added sugar in latte when we asked not to in instructions
471,Uphoria- Cafe & Restro,3.8,"Cafe, Fast Food, Chinese, Italian, North Indian, Burger, Pizza, Beverages","1,100",jaipur,"Improve coffee packaging, rest everything is perfect"
472,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,wow so great place with tasty foods all dish are so yummy 😋 😍
473,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,Beautiful place with delicious food !
474,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,really a great place with great ambience must try there food worth everz penny to dine in for 
475,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,food was graet and delicious must try 
476,Alora Cafe & Patisserie,3.2,"Cafe, Coffee, Shake, Beverages, Burger, Fast Food, Chinese, Desserts","1,100",jaipur,Very nice and great place Indian food is really good Must visit with fends & family 100% recommended
477,The Messy Door Cafe,3.6,"Cafe, Fast Food, Italian, Continental, Sandwich, Pizza, Street Food, Beverages","1,000",jaipur,Too much artificial flavouring used and felt so acidic in a bad way.
478,The Messy Door Cafe,3.6,"Cafe, Fast Food, Italian, Continental, Sandwich, Pizza, Street Food, Beverages","1,000",jaipur,it was too bland and dry. pita wasn't cooked evenly and properly. not enough hummus for the portion. 
479,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,Cake deliver in very bad condition
480,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,good but take lot of  time 
481,Brown Sugar,4.2,"Cafe, Beverages, Bakery, Desserts, Italian, Chinese, Fast Food",500,jaipur,items missing in order. extremely ridiculous service from restaurant 
482,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"Totally in love with this place. The ambience is soo good and really aesthetically pleasing, service is fast and food is soo good. Pizza and corn sandwich is a must try here. Also they have beautiful outdoor sitting that is really cool. Must visit place and i recommend to all ."
483,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"This is my 2nd visit at jashn . And this time I had more great experience with this cafe . We love their food , ambience etc  we ordered veg grill sandwich , cold coffee, OTC Pizza, veg chowmein  and every single item was super yummy ."
484,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"This place gives you heritage vibe, beautiful ambiance both indoor and outdoor. Food taste is really good and prices are surprisingly reasonable with this good ambiance. Must try hara bhara kabab and Italian Rolls."
485,Jashn,3.9,"Cafe, Coffee, Fast Food, Street Food, North Indian, Chinese, Desserts, Beverages",500,jaipur,"The absolute best. Weather on Pizza or Pasta, it’s honestly delicious. Portions are huge and the staff is extremely friendly and courteous."
486,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,"Totally disappointed with the food delivered, there is no chilli in chilli garlic bread, would never order from such fraud place, they have posted fake pictures & charging wrongly "
487,Aakraa House,3.8,"Cafe, Coffee, Shake, Chinese, Sandwich, Fast Food, Momos, Desserts",700,jaipur,poor taste
